Date,Timestamp,Temperature,Humidity,Comfort Level
3/15/19,03:59:53,18.16236725,13.26628986,Low
3/15/19,23:28:48,28.29702029,13.27974078,Low
3/15/19,14:16:41,17.91195513,13.29029537,Low
3/15/19,06:55:36,31.53735385,13.32409848,Low
3/15/19,03:34:47,16.90481466,13.32651985,Low
3/15/19,02:39:36,21.64492657,13.34269244,Low
3/14/19,19:03:08,12.16683169,13.35159206,Low
3/15/19,22:33:41,34.71688392,13.35309898,Low
3/15/19,03:54:52,35.28308366,13.39396584,Low
3/15/19,01:04:04,36.74946735,13.39475141,Low
3/15/19,22:58:44,19.18587932,13.39608816,Low
3/15/19,20:23:19,18.9826084,13.41809887,Low
3/15/19,20:53:21,34.86922026,13.44365565,Low
3/15/19,17:32:57,32.93830734,13.44565982,Low
3/15/19,09:16:03,17.99520182,13.45486892,Low
3/14/19,09:51:10,10.13457186,13.46125961,Low
3/15/19,18:38:05,25.34171091,13.48085207,Low
3/15/19,09:36:05,21.86709413,13.49138423,Low
3/15/19,20:48:21,11.81134166,13.50178605,Low
3/15/19,00:08:53,36.14249432,13.50853058,Low
3/15/19,09:05:59,27.65394104,13.51644752,Low
3/14/19,00:54:01,32.24140303,13.51913909,Low
3/14/19,12:06:56,27.55256608,13.53690297,Low
3/14/19,20:48:21,16.40560455,13.54763925,Low
3/15/19,13:02:08,26.22887578,13.55826379,Low
3/15/19,06:20:27,24.75471523,13.5601924,Low
3/15/19,13:48:31,35.48432619,13.58038186,Low
3/15/19,23:58:41,34.8163973,13.58837987,Low
3/15/19,12:32:02,21.520119,13.59703486,Low
3/16/19,21:28:31,13.95293779,13.63394179,Low
3/15/19,15:52:37,35.59873891,13.64022366,Low
3/15/19,19:53:15,26.67335535,13.65584296,Low
3/15/19,04:45:01,13.59656674,13.6854327,Low
3/15/19,02:39:36,9.748560212,13.70108083,Low
3/15/19,05:10:09,17.2710656,13.70164199,Low
3/14/19,03:29:47,30.60658424,13.70259282,Low
3/15/19,08:35:56,15.20113866,13.72648688,Low
3/15/19,21:23:31,33.2234797,13.73709299,Low
3/15/19,15:01:45,14.93024821,13.7465633,Low
3/14/19,20:53:22,17.4081799,13.77852196,Low
3/14/19,21:13:24,14.23519607,13.79427242,Low
3/15/19,23:18:47,11.20787737,13.81117836,Low
3/15/19,05:20:10,20.53612352,13.8247061,Low
3/15/19,16:07:39,32.71885998,13.82521876,Low
3/15/19,18:13:02,32.99241274,13.8320775,Low
3/15/19,21:18:27,16.03099624,13.83390506,Low
3/15/19,19:38:10,20.30113419,13.8505893,Low
3/15/19,07:05:43,19.88823308,13.85282935,Low
3/14/19,08:45:57,18.65849462,13.86494798,Low
3/15/19,01:24:09,23.6424164,13.87818365,Low
3/15/19,00:08:53,26.2655401,13.89395205,Low
3/15/19,09:41:06,12.72559883,13.91784019,Low
3/15/19,07:50:50,19.55388381,13.91853633,Low
3/15/19,02:19:28,28.63443283,13.93891385,Low
3/15/19,22:28:41,34.16613273,13.95440405,Low
3/15/19,03:54:52,9.815013818,13.95858241,Low
3/15/19,08:05:52,26.86031388,13.96446013,Low
3/15/19,01:14:08,9.887722037,13.97538395,Low
3/15/19,15:27:34,30.97277151,13.98355525,Low
3/15/19,02:14:25,23.28735319,14.00008975,Low
3/15/19,21:08:23,10.40883982,14.01005353,Low
3/15/19,21:43:33,15.74184157,14.01383569,Low
3/15/19,20:13:17,31.50201536,14.02348853,Low
3/15/19,05:15:09,35.78408011,14.04538636,Low
3/15/19,21:13:24,36.25307032,14.04563569,Low
3/14/19,20:43:20,18.8471292,14.05742386,Low
3/15/19,22:28:42,32.84126223,14.06056784,Low
3/15/19,12:01:55,16.10584818,14.06584706,Low
3/15/19,14:44:51,31.30429211,14.07422207,Low
3/15/19,10:31:27,14.6755367,14.10256439,Low
3/15/19,05:05:08,36.82234534,14.10456857,Low
3/15/19,16:42:48,28.28363274,14.10459921,Low
3/15/19,20:38:19,16.9245558,14.10601547,Low
3/15/19,12:47:06,18.27004982,14.10632632,Low
3/15/19,20:03:16,34.95897671,14.11786656,Low
3/15/19,15:22:33,34.84077661,14.1427277,Low
3/15/19,18:08:01,16.82270078,14.14560838,Low
3/15/19,06:05:23,34.064189,14.15315652,Low
3/15/19,19:38:10,18.46894798,14.1748114,Low
3/15/19,04:35:00,10.50128306,14.18499536,Low
3/15/19,16:37:47,17.51429308,14.1985372,Low
3/15/19,20:48:21,34.8974816,14.2043383,Low
3/15/19,23:58:52,29.54343221,14.21216792,Low
3/14/19,16:37:47,26.25564382,14.2173777,Low
3/15/19,23:43:29,11.01112863,14.22923907,Low
3/15/19,20:48:22,26.3262147,14.23239132,Low
3/14/19,17:17:55,19.36562907,14.23886762,Low
3/15/19,10:01:13,25.66865348,14.27059518,Low
3/14/19,21:13:30,16.06284909,14.32849653,Low
3/15/19,09:05:59,26.37124128,14.34279953,Low
3/15/19,04:19:55,27.85995552,14.36781043,Low
3/15/19,20:58:22,33.89683441,14.37191655,Low
3/15/19,01:39:14,17.50701389,14.37851854,Low
3/15/19,04:35:00,20.80125476,14.38163858,Low
3/15/19,15:12:32,31.24661816,14.4035993,Low
3/15/19,08:20:54,11.44679081,14.41176949,Low
3/15/19,17:22:56,14.49950105,14.41877012,Low
3/14/19,19:53:14,10.35932996,14.4228215,Low
3/15/19,15:07:24,9.760137486,14.42866774,Low
3/15/19,00:33:58,25.79335185,14.4421364,Low
3/15/19,21:13:24,13.52431195,14.45402405,Low
3/15/19,00:59:01,15.08090146,14.46212328,Low
3/15/19,05:35:12,11.34244219,14.4919776,Low
3/15/19,14:27:57,24.60996831,14.52281848,Low
3/14/19,07:05:43,14.23425079,14.52326659,Low
3/15/19,19:23:10,18.15014447,14.55071831,Low
3/15/19,05:50:14,34.59674675,14.55298664,Low
3/15/19,08:15:53,14.78389,14.57094337,Low
3/15/19,03:34:47,18.32499613,14.57903348,Low
3/15/19,20:58:25,18.69386947,14.58909767,Low
3/15/19,23:03:45,15.88466419,14.63276604,Low
3/15/19,23:53:41,34.23280056,14.66784063,Low
3/15/19,19:48:14,33.90689153,14.68087179,Low
3/15/19,12:01:55,20.20899434,14.71058967,Low
3/15/19,03:24:46,10.9151366,14.71260321,Low
3/15/19,10:36:28,35.53564632,14.7164196,Low
3/15/19,01:19:09,32.89103714,14.73263196,Low
3/15/19,11:01:36,33.13524083,14.74904231,Low
3/14/19,21:38:33,17.95048743,14.75374302,Low
3/15/19,02:09:25,25.59607663,14.75624122,Low
3/14/19,02:04:24,16.97864387,14.7581853,Low
3/15/19,15:22:33,14.04414473,14.80079051,Low
3/15/19,19:23:10,29.32674178,14.80350213,Low
3/15/19,16:52:49,19.1651624,14.81545504,Low
3/15/19,20:33:19,18.28959141,14.81577832,Low
3/15/19,05:50:14,31.77076573,14.82270993,Low
3/15/19,21:38:33,24.52871229,14.82405671,Low
3/15/19,19:53:14,20.4022855,14.82601461,Low
3/15/19,12:52:07,35.41732453,14.83681456,Low
3/15/19,19:33:12,26.6870977,14.90833293,Low
3/15/19,23:28:48,9.50909357,14.92497401,Low
3/15/19,22:43:43,12.75238133,14.93480288,Low
3/15/19,17:58:00,18.08327945,14.9389023,Low
3/15/19,00:08:53,13.24719261,14.94228497,Low
3/15/19,03:59:53,36.33715172,14.95798825,Low
3/15/19,17:37:57,16.35383991,14.95894499,Low
3/15/19,11:51:54,33.87849541,14.97410536,Low
3/15/19,19:43:11,10.84286583,14.98783105,Low
3/15/19,16:52:49,12.63290923,15.00483929,Low
3/15/19,10:26:24,35.85426568,15.01173016,Low
3/15/19,07:55:51,15.34409568,15.02404067,Low
3/15/19,15:01:45,12.99437446,15.03856002,Low
3/14/19,07:55:51,10.09246987,15.04214815,Low
3/14/19,05:10:09,28.12912646,15.06714574,Low
3/15/19,16:52:49,29.86091679,15.07555128,Low
3/15/19,21:38:33,30.76583912,15.08996814,Low
3/15/19,16:22:46,22.22404737,15.0920467,Low
3/15/19,23:53:41,13.85122208,15.12433643,Low
3/15/19,20:13:17,35.81300648,15.13158874,Low
3/15/19,17:58:00,32.84730051,15.13333536,Low
3/15/19,23:03:46,29.520568,15.15122478,Low
3/15/19,21:33:32,13.85996947,15.15204873,Low
3/15/19,21:53:36,36.00870146,15.15487128,Low
3/15/19,05:35:12,15.66424068,15.18068622,Low
3/15/19,23:43:50,11.64654339,15.19002859,Low
3/15/19,21:03:26,19.27687375,15.19042776,Low
3/15/19,23:33:49,31.29744534,15.19654777,Low
3/15/19,07:10:43,25.92688224,15.21494687,Low
3/15/19,21:13:24,14.99306341,15.21816485,Low
3/15/19,23:03:45,21.38161987,15.21832194,Low
3/14/19,14:22:19,24.75389368,15.21952998,Low
3/15/19,04:35:00,14.05503535,15.25357293,Low
3/15/19,09:11:02,32.23140176,15.265223,Low
3/15/19,01:19:09,30.48192104,15.26631533,Low
3/15/19,07:50:50,9.488815169,15.26800534,Low
3/15/19,02:19:28,17.13458811,15.27930108,Low
3/15/19,08:50:57,25.6581779,15.32541349,Low
3/14/19,03:14:42,22.28752734,15.33601936,Low
3/15/19,11:26:44,20.4430533,15.36150365,Low
3/14/19,02:54:40,33.34344575,15.36227843,Low
3/15/19,19:48:13,19.58099002,15.37101176,Low
3/15/19,21:58:35,34.85339109,15.40196784,Low
3/15/19,00:43:59,18.74279734,15.41054713,Low
3/15/19,15:37:35,24.50652293,15.41444367,Low
3/15/19,22:48:44,35.0111532,15.42158649,Low
3/15/19,03:54:52,18.81589178,15.43014815,Low
3/15/19,19:38:12,16.60410914,15.4305507,Low
3/15/19,14:39:13,22.86987478,15.43620219,Low
3/15/19,18:13:02,22.74485066,15.43718516,Low
3/15/19,23:48:51,17.70432365,15.45531683,Low
3/15/19,02:14:25,29.32050378,15.45657057,Low
3/15/19,09:00:59,22.44320968,15.45806254,Low
3/14/19,15:37:35,13.41047483,15.47212379,Low
3/15/19,05:55:19,20.71860333,15.49076152,Low
3/15/19,16:02:38,18.31616524,15.49217189,Low
3/15/19,22:18:39,28.79660359,15.49720393,Low
3/15/19,20:58:22,25.94418953,15.5087961,Low
3/15/19,10:36:28,14.69631144,15.51659867,Low
3/15/19,15:27:34,33.26190431,15.53183035,Low
3/15/19,17:52:59,26.14616137,15.55002631,Low
3/14/19,11:16:40,21.21977062,15.55858266,Low
3/15/19,20:53:22,33.79676363,15.5730528,Low
3/15/19,08:10:53,12.89471036,15.573951,Low
3/15/19,18:28:03,13.28036366,15.57638913,Low
3/15/19,22:58:45,28.15563602,15.6311604,Low
3/15/19,06:00:22,29.21045551,15.65524633,Low
3/15/19,10:56:33,21.61585847,15.66497185,Low
3/15/19,01:59:23,15.02142274,15.67426745,Low
3/15/19,21:33:32,12.52961358,15.68044673,Low
3/15/19,14:33:35,35.2392625,15.68156575,Low
3/15/19,20:23:19,15.90784364,15.68617096,Low
3/15/19,20:48:21,36.55327008,15.69209717,Low
3/15/19,12:42:05,13.33770834,15.69809923,Low
3/15/19,08:00:51,12.54584034,15.71185106,Low
3/15/19,14:44:51,26.00742012,15.72682846,Low
3/14/19,21:38:33,27.14317039,15.73039754,Low
3/15/19,15:47:36,18.87547999,15.73504335,Low
3/15/19,18:53:07,24.04401531,15.74356937,Low
3/15/19,02:04:24,17.6390317,15.78377084,Low
3/15/19,08:45:57,33.8029978,15.8106672,Low
3/15/19,20:03:16,14.09775123,15.81180589,Low
3/15/19,02:14:25,19.54237754,15.82129006,Low
3/15/19,07:15:46,34.86615985,15.82375993,Low
3/15/19,11:26:44,28.60976234,15.83400353,Low
3/15/19,22:53:44,15.66398408,15.84216958,Low
3/15/19,07:50:50,13.12447693,15.85295032,Low
3/15/19,09:05:59,9.639137834,15.86136539,Low
3/15/19,16:37:47,35.34194938,15.87268752,Low
3/15/19,22:33:42,11.49255253,15.87772585,Low
3/15/19,21:03:22,19.5052232,15.91037395,Low
3/15/19,12:06:56,28.50554189,15.92659073,Low
3/15/19,23:43:29,13.6831844,15.95643989,Low
3/15/19,01:59:23,21.46840331,15.95683098,Low
3/15/19,20:13:17,33.00172895,15.96764101,Low
3/15/19,06:45:30,21.06765288,15.96773448,Low
3/15/19,06:35:29,11.86850424,15.9749182,Low
3/15/19,17:58:00,28.76539657,15.97835272,Low
3/15/19,12:01:55,33.08104629,15.98707653,Low
3/15/19,00:49:00,28.03579248,15.99906012,Low
3/15/19,22:18:39,12.22375816,16.00698643,Low
3/15/19,07:15:46,11.71204162,16.01006385,Low
3/14/19,05:55:19,17.10643218,16.01990801,Low
3/14/19,09:16:03,32.52579631,16.02538907,Low
3/15/19,15:57:37,29.25842863,16.03249566,Low
3/15/19,21:48:34,19.52859921,16.05192853,Low
3/15/19,02:59:41,12.93725651,16.06238741,Low
3/15/19,21:18:30,18.32251318,16.06297151,Low
3/15/19,21:03:26,36.06089922,16.06647047,Low
3/15/19,22:53:44,33.7742916,16.06883994,Low
3/15/19,11:46:51,32.45538083,16.07649436,Low
3/15/19,12:32:02,20.26742593,16.09893367,Low
3/14/19,21:28:31,31.04697914,16.09962028,Low
3/15/19,05:45:13,28.15626887,16.1458464,Low
3/15/19,22:53:44,26.78434096,16.1534174,Low
3/15/19,09:26:04,24.09815323,16.15488407,Low
3/15/19,21:43:33,12.52309568,16.17280042,Low
3/15/19,06:00:22,11.1103913,16.18262343,Low
3/14/19,22:33:41,27.44316384,16.18949437,Low
3/15/19,21:08:23,11.23058485,16.19570772,Low
3/14/19,02:24:34,12.01059156,16.20027781,Low
3/15/19,21:33:31,31.75248968,16.20183578,Low
3/15/19,20:38:20,34.17050902,16.22541221,Low
3/14/19,07:20:47,34.39168761,16.23046104,Low
3/15/19,06:45:30,19.908733,16.23087775,Low
3/15/19,01:39:14,24.82595966,16.26320155,Low
3/15/19,23:33:49,22.96733157,16.27956719,Low
3/14/19,14:56:07,24.52293897,16.30192454,Low
3/15/19,11:26:44,17.93273612,16.31114594,Low
3/15/19,22:08:38,15.66616115,16.33160001,Low
3/14/19,02:24:34,13.40421837,16.3375952,Low
3/15/19,17:07:54,18.45937759,16.34918834,Low
3/15/19,10:41:31,20.39980522,16.34950367,Low
3/15/19,00:54:01,36.99230877,16.35418852,Low
3/15/19,06:20:27,18.44141387,16.36477041,Low
3/15/19,04:19:55,31.26742815,16.37036378,Low
3/15/19,05:50:14,12.66097705,16.38270449,Low
3/14/19,22:48:44,29.83210167,16.39768128,Low
3/15/19,23:28:48,16.17113548,16.43822427,Low
3/15/19,07:40:49,17.82186699,16.45268451,Low
3/15/19,10:56:33,20.68128215,16.4680666,Low
3/14/19,13:54:09,25.28773742,16.47159503,Low
3/14/19,15:01:45,12.933442,16.49336877,Low
3/15/19,15:22:33,22.21634988,16.49664253,Low
3/15/19,07:00:37,24.96698908,16.4992431,Low
3/15/19,08:35:56,14.66573848,16.50723762,Low
3/15/19,20:48:21,21.17182549,16.51390142,Low
3/15/19,12:11:57,32.77000224,16.53290662,Low
3/15/19,15:52:37,10.89873237,16.57219434,Low
3/15/19,13:48:31,21.73763273,16.57580202,Low
3/15/19,19:58:15,25.68730011,16.59178727,Low
3/14/19,07:45:50,18.69389367,16.59310845,Low
3/15/19,16:22:46,9.518969548,16.59988347,Low
3/15/19,19:38:10,30.66357308,16.62406559,Low
3/15/19,03:44:51,12.06367715,16.62691417,Low
3/15/19,23:13:46,18.37207111,16.63146062,Low
3/15/19,12:37:02,16.98126517,16.63773133,Low
3/15/19,18:43:05,16.98304434,16.64208513,Low
3/15/19,11:01:36,30.67055516,16.65116769,Low
3/15/19,20:53:22,25.32238752,16.65628764,Low
3/15/19,21:08:29,24.23701464,16.66698584,Low
3/15/19,03:14:42,20.63768799,16.66825635,Low
3/15/19,14:16:41,23.83607166,16.68006323,Low
3/15/19,03:54:52,11.87639298,16.69889142,Low
3/15/19,00:08:50,16.61139098,16.70142008,Low
3/15/19,21:13:30,20.29003523,16.72432013,Low
3/15/19,14:39:13,32.18481122,16.72641646,Low
3/15/19,20:28:18,14.5119071,16.73026603,Low
3/15/19,03:44:51,12.09627689,16.74765273,Low
3/15/19,00:54:01,26.07046159,16.78604679,Low
3/15/19,09:26:04,25.774956,16.79498838,Low
3/15/19,02:14:25,23.49916943,16.80243129,Low
3/14/19,20:23:19,27.30983063,16.80731019,Low
3/15/19,00:59:01,22.16544586,16.81426643,Low
3/15/19,07:40:49,30.53815035,16.81689476,Low
3/15/19,00:49:00,25.17604162,16.83931746,Low
3/15/19,09:36:05,15.85064499,16.8442021,Low
3/15/19,01:34:13,25.14252972,16.84514062,Low
3/15/19,21:48:34,10.41031423,16.86303941,Low
3/15/19,19:48:13,36.87882612,16.86894906,Low
3/14/19,10:01:13,28.34897476,16.86940995,Low
3/15/19,00:33:58,21.92678497,16.87488859,Low
3/15/19,19:28:11,35.58283803,16.87738539,Low
3/15/19,22:28:42,10.84843425,16.88685638,Low
3/15/19,09:51:10,23.65757809,16.89105178,Low
3/15/19,00:03:47,33.24625793,16.91012032,Low
3/15/19,14:05:25,13.14389109,16.92487741,Low
3/15/19,16:27:46,13.46875064,16.96161469,Low
3/15/19,03:14:42,27.05896793,16.96174091,Low
3/15/19,18:03:00,24.20230364,16.96543687,Low
3/15/19,05:30:11,29.85179058,16.96923204,Low
3/15/19,20:08:16,15.87613505,16.9801561,Low
3/15/19,22:28:41,30.22550159,16.98244263,Low
3/15/19,21:08:23,20.4933012,16.98411985,Low
3/15/19,18:23:03,34.15425092,17.00939135,Low
3/15/19,22:48:44,34.07466198,17.01810325,Low
3/15/19,05:10:09,29.88270676,17.05029204,Low
3/15/19,05:55:19,18.5702576,17.05664604,Low
3/15/19,16:37:47,15.06601518,17.07497931,Low
3/14/19,15:12:32,19.37251552,17.07597567,Low
3/15/19,06:45:30,28.14371386,17.11388422,Low
3/14/19,19:03:08,10.2219039,17.11602851,Low
3/15/19,18:23:03,31.09540453,17.11677268,Low
3/15/19,13:59:47,17.77923173,17.11839445,Low
3/15/19,17:47:59,33.29988251,17.11913091,Low
3/15/19,06:30:29,29.01722894,17.11930612,Low
3/15/19,01:29:12,17.89577518,17.13046732,Low
3/15/19,00:54:01,18.07842847,17.13472145,Low
3/15/19,15:47:36,10.79191456,17.13552908,Low
3/15/19,09:46:09,16.95726802,17.14803283,Low
3/15/19,09:00:59,10.3907948,17.14896174,Low
3/15/19,00:03:52,22.54572637,17.15793222,Low
3/15/19,05:55:19,35.75070213,17.18949416,Low
3/15/19,19:48:14,26.72701154,17.19823485,Low
3/15/19,07:15:46,16.39391524,17.26230429,Low
3/14/19,12:37:02,10.0816351,17.26620251,Low
3/15/19,14:50:29,18.27769345,17.28266874,Low
3/14/19,14:27:57,11.84598869,17.28451536,Low
3/15/19,22:18:39,29.32814461,17.29059065,Low
3/15/19,17:32:57,26.556241,17.29756739,Low
3/15/19,23:43:50,36.58471452,17.30587937,Low
3/15/19,14:27:57,26.04702828,17.31073115,Low
3/15/19,09:31:05,35.52606263,17.33397636,Low
3/15/19,22:03:37,9.975879101,17.33787794,Low
3/14/19,04:09:54,10.74407939,17.35091616,Low
3/15/19,21:53:36,9.806574975,17.45487124,Low
3/15/19,15:01:45,12.11954121,17.4659048,Low
3/15/19,17:12:54,23.99468059,17.47735701,Low
3/15/19,14:39:13,36.56841817,17.47739229,Low
3/15/19,04:45:01,11.38937835,17.48025558,Low
3/15/19,06:50:33,32.57156089,17.48308215,Low
3/14/19,02:34:35,16.82435217,17.48713684,Low
3/15/19,20:38:20,22.18005812,17.53220042,Low
3/15/19,16:27:46,11.4503471,17.54632069,Low
3/14/19,14:05:25,16.73030729,17.57542098,Low
3/15/19,12:57:07,14.3991621,17.59591434,Low
3/14/19,08:30:55,17.8165335,17.63166883,Low
3/15/19,20:28:18,18.32542398,17.64247553,Low
3/15/19,01:49:17,25.68042452,17.65359308,Low
3/15/19,01:24:09,24.92272383,17.6695572,Low
3/14/19,17:22:56,16.87886453,17.67803262,Low
3/15/19,17:07:54,14.80117823,17.68376275,Low
3/15/19,02:34:35,14.12024347,17.68944588,Low
3/15/19,01:34:13,9.230568282,17.71119928,Low
3/15/19,06:20:27,12.31675671,17.72584468,Low
3/15/19,05:30:11,35.05736527,17.73712648,Low
3/15/19,05:40:12,35.219028,17.7602348,Low
3/15/19,23:43:29,17.46996039,17.76846734,Low
3/14/19,21:13:24,24.46935504,17.78368809,Low
3/15/19,06:50:33,25.62812163,17.79360072,Low
3/15/19,07:00:37,25.29980972,17.79721431,Low
3/15/19,07:40:49,12.13880474,17.83371825,Low
3/15/19,02:49:39,35.27607806,17.83777652,Low
3/15/19,12:17:00,35.73696386,17.84263272,Low
3/15/19,19:23:10,18.55097834,17.88143753,Low
3/15/19,04:24:56,36.5543826,17.89284764,Low
3/14/19,21:33:32,29.28281944,17.91406132,Low
3/15/19,16:52:49,31.00598329,17.92598014,Low
3/14/19,23:53:51,20.22608972,17.93021354,Low
3/15/19,07:30:48,17.36243624,17.93959154,Low
3/15/19,07:50:50,15.48635001,17.99522391,Low
3/15/19,04:14:55,31.40345099,18.00194572,Low
3/15/19,20:58:25,9.815083989,18.01552067,Low
3/15/19,08:45:57,10.39596429,18.02146081,Low
3/15/19,01:29:12,32.9416798,18.02823374,Low
3/15/19,23:43:50,25.89114675,18.05106425,Low
3/15/19,15:32:34,27.1206944,18.0563308,Low
3/14/19,18:03:00,17.88894409,18.09519839,Low
3/15/19,19:43:13,17.2470775,18.12833113,Low
3/15/19,22:43:43,31.77565304,18.16439313,Low
